CUSTOMER,PhoneNumber, REVENUE ,MOU,DIRECTAS,OVERAGE,ROAM,CHANGEM,CHANGER,DROPVCE,BLCKVCE,UNANSVCE,CUSTCARE,THREEWAY,MOUREC,OUTCALLS,INCALLS,PEAKVCE,OPEAKVCE,DROPBLK,CALLFWDV,CALLWAIT,PHONES,MODELS,EQPDAYS,SETPRC,ProfitMargin,MONTHS,customer service calls,TotalNumTexts,DataUsageGB,CompetitivePackage,NumEmails,MinWebSurfing,MinMusicStreamed,NumPhotoUploadSocialMedia,NumMinStreamVideo,NumMinOnlineGames
1038748,510-373-6784, 464.82 ,377.75,0.5,14.25,0,108.25,4.11,1,3,13.67,2,0.33,60.62,20.33,3,69,56,4,0,0.67,1,1,608,0, 1.09 ,67,4,0,3963.1,729.771325,206,84,91,16,174,39
1039383,408-408-3532, 220.65 ,0.5,0,0,0,-0.5,18.04,0,0,0.33,0.33,0,0,0,0,0.67,0.33,0,0,0,2,2,513,149.99, 1.25 ,194,0,0,1851.95,295.665975,36,79,86,16,69,132
1039715,415-350-8680, 367.11 ,85.25,0,0,0,6.75,0,5.67,0.33,3.33,0,0,8.84,10.33,6,23.67,25.67,6,0,0,1,1,551,0, 0.59 ,128,1,40,2986.9,363.436425,96,82,39,27,132,147
1040042,415-398-9870, 426.43 ,1174.5,0.25,18.75,0,214.5,-1.28,5.67,6.33,46.33,1,0,203.85,24.33,8.33,134,201.67,12,0,8.67,1,1,655,0, 0.54 ,190,4,22,3831.81,481.8610975,65,66,46,0,180,137
1040121,415-343-3356, 356.24 ,110,0,0,0,26,0,1,0,9.67,0,0.33,2.24,4.33,0,16,8.33,1,0,0,1,1,547,0, 0.75 ,165,1,0,3879.85,545.0452875,47,110,111,8,167,130
1040348,408-415-4609, 355.98 ,88,2.72,0,0,-12,-0.74,2,0.67,10.67,0,0.33,3.16,3.67,0.33,21.67,3.33,2.67,0,0,1,1,591,0, 0.87 ,59,0,0,2814.8,274.1046,50,74,50,7,127,94
1040596,408-404-5387, 339.85 ,358,2.72,40.5,0,495,44.35,5,0.33,27.67,0,0,11.36,6.67,0.67,43.67,49,5.33,0,0,2,1,172,79.99, 1.16 ,47,1,28,3862.49,533.5593975,90,119,87,23,167,122
1040676,415-415-8151, 312.93 ,221.75,0,0,0,-38.75,0,4.33,1,20.33,1.67,0,103.6,52.67,31.33,108,29,5.33,0,1,2,1,619,29.99, 1.07 ,150,2,29,3398.07,497.5511475,201,59,113,21,140,77
1041109,415-416-2778, 266.47 ,428.25,1.24,0,0,-144.25,1.17,11.67,18.33,19.33,1,0,139.37,13.67,0,171,43.67,30,0,1.33,2,2,136,29.99, 1.28 ,152,0,20,2542.5,397.036575,195,63,19,18,116,152
1041483,415-393-3300, 260.13 ,19,0,0,0,-17,0.24,0,1.33,0.67,0,0,0.88,2,0.33,4.67,6,1.33,0,0,1,1,471,0, 0.50 ,26,2,0,2895,236.71375,72,88,25,29,130,122
1041791,510-391-7661, 462.94 ,779.5,0,0,0,-379.5,-0.54,1.67,6.33,25.67,0.67,0.33,17.47,9,8,35.67,64,8,0,0.67,1,1,469,0, 0.58 ,79,3,31,3824.83,703.67222,38,120,78,3,173,25
1041937,510-339-4317, 219.93 ,251,0.74,0,0,222,0.25,7.33,1.67,23,0,0.33,43.93,19,2.33,53.33,35.67,9,0,0.33,1,1,529,0, 0.95 ,95,1,27,1093.11,171.547935,75,71,42,23,38,139
1042142,510-418-6455, 258.22 ,324.25,0.25,143.75,0,-22.25,-11.45,4,3,22.33,1.33,0,115.76,8,2.33,72.67,57.67,7,0,0.67,2,2,89,29.99, 0.62 ,69,5,0,2261.3,366.66885,200,66,119,30,79,144
1043357,510-378-3508, 253.52 ,167.25,0,0,0,129.75,-0.45,1,0,3.67,0.33,0,13,17.33,0,17,18,1,0,0,1,1,454,0, 1.26 ,95,3,41,2143.43,334.64277,172,40,64,5,91,113
1043479,415-390-9359, 335.66 ,845.75,2.48,88,0,-92.75,-29.42,3.33,73.67,29.67,5.67,0.33,169.44,32,3.33,250.33,154,77,0,3.33,1,1,453,0, 0.90 ,31,2,31,3223.43,302.091525,40,106,87,27,134,155
1043531,408-364-2495, 303.65 ,125,0,10.75,0.16,-43,-3.95,0.67,2.67,8.33,0,0,65.15,11.33,8,40.67,21,3.33,0,0,1,1,560,0, 0.77 ,121,2,31,3378.38,297.57553,195,74,35,8,157,146
1043567,415-364-7719, 239.76 ,613,0.5,176,5.06,-154,-27.41,8.33,6.67,37,0.33,0,225.73,30,9.67,142,109,15,0,3.33,2,2,149,129.99, 0.80 ,111,0,0,999.5,292.51025,70,32,15,11,43,65
1043574,415-421-1189, 150.42 ,1784.75,0,243.75,0,-1261.75,-74.38,6.33,4,95,3,0,183.87,46.33,26.67,140,129,10.33,0,7.33,1,1,621,0, 0.87 ,157,4,0,767.3,267.74315,144,74,53,5,24,123
1044463,510-419-8987, 325.26 ,567.25,0.99,1.25,0,-105.25,-1.65,6.67,0.33,18.67,0,1.33,118.14,94.67,39,72.67,144.67,7,0,1.67,2,2,79,149.99, 1.04 ,44,1,0,2582.95,435.850075,30,85,73,27,106,66
1044720,510-402-9980, 407.21 ,622.5,0,0,1.07,284.5,0.44,7.67,3,20.33,0,0,124.55,80,8,112,132.33,10.67,0,3,3,3,108,79.99, 1.24 ,61,2,0,3506.3,586.386,139,107,93,3,153,128
1045038,415-376-5908, 129.53 ,277,0.25,0.5,0,-26,-23.22,0.33,0.33,10.67,1.33,0,79.51,36.67,15.67,93.67,54,0.67,0,1,2,2,230,9.99, 1.04 ,65,1,0,893.15,124.3452,35,72,48,12,30,107
1045329,415-400-3150, 166.93 ,397.75,0,0,0,-38.75,-4.02,0.67,1,15.33,2.67,0,56.34,19.33,15.33,80,87,1.67,0,1,2,2,212,29.99, 0.91 ,74,3,25,793.65,258.7473125,73,113,38,29,23,20
1045582,408-336-1749, 229.28 ,329,1.98,0,0.16,66,-17.31,1.67,3.67,22.67,0,0,80.22,18,7,113.33,39.33,5.33,0,1.33,1,1,494,0, 0.37 ,123,1,0,2185.4,197.1765,39,105,88,6,88,76
1045751,408-420-1259, 376.54 ,15.5,0,0,0,3.5,0,1.33,1,4,0,0,6.42,0.67,0,4.67,3.33,2.33,0,0,2,1,174,129.99, 1.28 ,58,1,20,3050.15,489.503625,132,47,56,23,134,61
1046213,408-339-7541, 182.05 ,500,0,0,0,-74,0,0.33,2.67,11.67,3.33,0,34.76,13.33,2.33,32.33,42,3,0,0.33,1,1,535,0, 0.92 ,74,1,0,728.4,313.126,105,99,44,26,18,162
1046939,415-378-9029, 228.59 ,353.5,5.94,2.5,0,-1.5,-0.35,4,0.33,18,0,0.33,34.34,29.67,4.33,63.67,76,4.33,0,1.33,1,1,482,0, 0.50 ,125,1,0,1881.15,173.72555,77,38,117,16,65,99
1047426,415-342-7514, 400.18 ,978.25,1.73,0,0,583.75,-1.09,5.33,72.67,14,1,1,205.03,34.33,13.33,172,226.33,78.33,0,5,4,4,43,129.99, 0.43 ,80,1,0,3369.95,716.3154875,105,78,45,27,151,51
1047629,408-422-4956, 432.31 ,393.75,0,0,0,57.25,0,10.67,5,23.33,0.67,0,62.43,55,9.67,72.33,101,15.67,0,2.33,2,2,202,29.99, 1.29 ,53,2,18,3466.94,700.34301,149,115,91,11,149,156
1047744,408-389-8606, 307.02 ,23.25,0.25,0,0,30.75,0.74,0,0.33,0,0,0,0,0,0,6.33,2.33,0.33,0,0,1,1,580,0, 0.77 ,99,3,28,2423.34,392.98624,243,115,116,25,88,163
1048057,415-406-7261, 343.02 ,163.25,3.71,0,0,-42.25,-1.33,4.33,0.67,7,0.67,0.33,13.49,12,2.67,27.67,16,5,0,0,1,1,516,0, 0.99 ,99,1,0,2880.35,569.406975,55,36,55,15,128,68
1048246,415-417-7973, 215.71 ,534.5,0.99,26.25,0,63.5,2.74,2,4.67,25,0,0,148.47,21.67,1,181,31.33,6.67,0,0.67,3,2,204,29.99, 0.95 ,66,0,29,1870.17,172.5702,36,102,69,14,73,180
1049255,510-390-2891, 274.86 ,307.75,0.99,30,0,-143.75,-40.85,2.33,0.33,18,0,0,40.43,10,4.33,51.67,21.67,2.67,0,0,1,1,397,0, 1.22 ,97,1,0,2361.8,280.3521,82,90,76,11,98,81
1049453,510-385-7387, 353.95 ,52.25,0,0,0,10.75,-3.18,0,0,1.33,0,0,5.54,2.67,2.67,16,3.67,0,0,0,1,1,396,0, 0.78 ,75,1,37,2715.56,548.61785,67,30,116,19,106,123
1049492,510-362-2776, 361.88 ,470.25,0.5,32.25,0,-62.25,5.73,7.67,0,17.67,0,0,115.71,25,3.33,75.33,49.33,7.67,0,0.67,1,1,457,0, 1.09 ,85,3,0,3703.8,398.0625,42,58,45,18,170,86
1049509,510-329-1955, 388.58 ,428.25,1.49,17.25,1.73,-219.25,-16.05,4.67,0,15.33,0,0.33,82.99,34.33,19.67,39,62.67,4.67,0,1,2,2,310,149.99, 1.02 ,108,1,0,2980.85,408.0129375,136,57,46,4,137,79
1049673,408-344-3160, 440.32 ,43,0,0,0,11,0,0,1.33,2.33,0,0,3.47,4.33,1,16.67,5,1.33,0,0.33,1,1,502,0, 0.67 ,133,1,32,3695.31,422.70552,125,110,77,25,160,138
1050246,510-406-2454, 112.57 ,276,0,0,0.1,44,-0.1,0.67,2,4.33,0.67,0,57.96,10,0,53.33,46,2.67,0,0,1,1,558,0, 0.48 ,51,3,0,1047.8,138.45495,211,85,53,7,38,45
1050406,415-335-3913, 122.77 ,107.25,0.25,0,0,-36.25,-0.25,1.33,0.33,9.67,0.33,0.67,2.57,3,0,14.67,6.33,1.67,0,0,1,1,496,0, 0.53 ,186,1,26,1016.58,189.07119,216,64,62,29,28,180
1050544,415-355-7705, 277.00 ,495,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,111,149.99, 1.08 ,44,1,0,2232.25,288.0787,199,70,103,5,87,139
1050796,408-410-7108, 157.76 ,260.25,0,0,0,42.75,-0.77,4.33,0.33,18.67,0,0,34.69,8,4.67,86.67,3.33,4.67,0,0.33,1,1,385,0, 0.47 ,64,0,31,1243.93,263.4671325,203,97,90,8,39,143
1050859,510-419-1674, 424.29 ,1788,1.98,330.5,0.98,-762,-81.2,31.67,2.33,72,7.67,0,433.52,146,0.67,487,351,34,0,26.67,4,4,22,199.99, 1.30 ,44,1,0,3633.25,551.581875,35,98,61,26,161,65
1050962,415-351-7369, 393.05 ,5,0,1.5,0,-1,-0.47,0,0.33,7.67,0,0,0.31,1,1,2.67,1.67,0.33,0,0,1,1,383,0, 0.77 ,114,2,36,3330.43,326.2333675,116,51,64,9,150,49
1051582,415-349-9566, 282.24 ,1292,1.24,9.75,0,51,-1.67,11.67,43,38.67,6.67,0,189.47,70.33,15.33,91,128,54.67,0,1,2,2,155,149.99, 1.28 ,92,1,0,2879.45,412.068575,159,30,104,4,121,40
1051694,408-333-3421, 349.82 ,696.5,2.72,0,0.47,0.5,-2.66,4,6.33,27.67,0,0,130.36,16.33,1.33,136.67,74.33,10.33,0,3.67,2,1,174,129.99, 1.13 ,110,1,0,3735.85,349.81875,70,55,56,8,172,73
1052096,408-393-8199, 235.97 ,175.25,0,0,6.11,-44.25,-5.72,2,0.67,18.67,0,0.67,15.32,0,0.33,53.33,35.67,2.67,0,0,1,1,436,0, 0.66 ,90,1,30,2104.1,318.556125,56,44,81,28,80,127
1052307,408-388-4879, 269.55 ,1621.5,4.7,55.75,1.39,190.5,29.72,13,7.33,123.67,5.67,0.33,259.5,55.33,9.33,314.67,215.33,20.67,0,12.67,2,2,153,149.99, 0.94 ,72,4,21,1881.48,390.84895,163,114,111,26,63,51
1052374,415-353-6007, 353.77 ,967.5,0,1,0,-321.5,-224.98,5,0.33,28.33,0,0,396.17,40.33,18,80.33,83,5.33,0,1.33,1,1,541,0, 0.77 ,113,5,0,2706.65,626.1706875,45,72,97,27,107,117
1052823,415-416-1557, 217.86 ,23.5,0,0,0,57.5,-0.27,0.33,0,0.67,0,0,2.35,2.67,0.33,7,0.33,0.33,0,0,1,1,367,0, 1.01 ,171,7,25,2464.6,346.38945,107,34,33,19,111,15
1053007,415-356-7217, 412.53 ,97,0,0,0,-77,0,6,1.67,30,0,0.33,32.82,8.33,1.67,22,30.67,7.67,0,0.67,2,2,295,149.99, 0.80 ,104,1,0,3749.75,420.781875,45,58,72,7,170,50
1053023,408-350-2012, 195.56 ,324,0,1.5,0.64,104,-1.17,0.67,1,23.33,0,0,8.26,0.33,0,36.33,21.33,1.67,0,0,1,1,535,0, 0.98 ,165,2,0,981.1,269.87625,214,72,113,10,21,152
1053066,510-420-9838, 154.60 ,255.75,0.5,0,0,191.25,1.07,10.33,2.67,31.33,0,1,25.37,13.67,0,63.33,39,13,0,0,2,1,425,29.99, 0.63 ,104,1,0,599.65,217.9912875,55,38,38,17,17,52
1053336,408-373-6379, 264.69 ,963.75,15.59,15.5,0,-285.75,-10.52,7.33,1,32,0,1,161.84,86.67,10,181,98.33,8.33,0,2.67,1,1,363,0, 0.59 ,110,2,0,2127.95,471.141525,73,42,23,0,100,109
1053388,408-355-7293, 278.45 ,240.75,0,0,0,-118.75,0,4.33,0,6.33,0,0,23.88,6.67,0,45.33,40.33,4.33,0,0,2,2,265,149.99, 0.80 ,90,1,0,1755.3,420.455725,138,64,70,17,67,137
1054659,415-406-4588, 264.44 ,859,3.22,348.75,0,695,131.05,8,0,18.33,3,0,241.79,41.33,17.67,116,98.33,8,0,8.33,3,3,189,99.99, 0.43 ,114,1,0,1966.75,460.119075,61,58,96,26,70,176
1054930,408-345-1524, 226.91 ,1016.5,1.73,36.5,0.33,240.5,14.31,5.67,0,14.33,0,0.67,147.74,44.67,5,105.67,139.33,5.67,0,0,1,1,519,0, 0.71 ,101,1,0,2596.05,322.217525,50,103,103,29,100,54
1055538,408-375-8493, 259.58 ,567,0.25,0,0,-314,-0.25,2,6,38,0,0,158.38,51.67,17,83.67,72.67,8,0,1.67,1,1,454,0, 0.82 ,117,3,14,1796.77,327.067965,154,57,22,6,82,82
1055595,408-361-2924, 304.90 ,27.75,0,0,0,4.25,0,0.67,0,4,0,0,0.19,1.67,0,10.67,3.33,0.67,0,0,1,1,454,0, 1.26 ,109,4,0,2428.5,341.4852,119,107,113,14,92,169
1055762,408-359-6163, 134.08 ,1131.25,0.74,22.25,0,-77.25,-7.87,20.67,3,55.33,1.33,4,203.37,32.33,6.67,149.67,181.33,23.67,0,1,1,1,345,0, 0.75 ,82,3,0,984.45,164.9230125,81,92,59,8,33,107
1056497,510-411-8140, 411.36 ,118.25,0,0,0,25.75,1.92,2,0.33,1.67,0,0,52.4,2.33,0,21.33,11,2.33,0,0,1,1,447,0, 0.70 ,92,3,0,3902.1,505.969725,116,50,71,2,179,49
1056878,510-381-9049, 209.42 ,281.75,0,0,4.27,-62.75,-3.29,7.67,1.33,53,0,0.67,43.97,92.33,53.33,110.67,87,9,0,0,2,2,19,59.99, 0.68 ,82,2,29,1849.92,356.0208,66,51,50,2,81,15
1057038,415-344-4478, 256.24 ,162.75,0,0.5,0,77.25,0.16,3.33,2.33,25.33,0.67,0.33,40.97,14,4,37.33,21.33,5.67,0,0.33,1,1,335,0, 1.11 ,90,1,0,2855.1,271.61705,78,60,64,22,123,51
1057053,408-360-2690, 213.23 ,545.25,2.97,46.5,0,-545.25,-15.32,10,0.67,17.67,0,0,105.72,26.33,7.33,154,52,10.67,0,4.33,1,1,335,0, 1.20 ,87,2,28,2013.79,206.8372225,93,90,17,8,93,89
1058658,510-410-7383, 246.02 ,44.25,0,0,0,-17.25,0,0,4,0.33,0,0,0,0,0,9.67,3.33,4,0,0,1,1,435,0, 0.43 ,124,1,0,1127.9,297.687225,235,71,92,29,29,27
1058720,408-356-1889, 104.78 ,627,0,117.25,0,-339,-41.04,8.67,3.67,46,0,0,49.87,34.67,0,108.67,83,12.33,0,1.67,1,1,495,0, 0.65 ,39,0,0,888.4,130.975,240,64,31,10,33,132
1058957,415-341-2360, 257.65 ,160,0,0,0.59,-25,0.32,2.67,0,24.67,0,0,30.78,9.33,0,34,29,2.67,0,0,1,1,325,0, 0.59 ,84,0,0,2807.4,342.66785,80,76,54,11,124,167
1059039,510-370-3021, 194.82 ,998.5,0.25,68.25,0,-809.5,-11.75,12,4.67,31.67,0.33,0.33,217.51,62,17.33,135.33,144.67,16.67,0,5.67,2,2,64,29.99, 0.44 ,75,1,46,705.08,200.66563,249,61,22,18,24,90
1059234,510-336-4656, 401.48 ,731.5,2.23,31,0,-140.5,-3.65,14,3.67,86.33,7,0.33,87.13,61,5.33,138.67,200.67,17.67,0,0.33,1,1,324,0, 0.95 ,102,3,0,3347,437.60775,45,63,74,5,150,40
1059335,415-386-2810, 379.09 ,444.5,1.24,0,0,206.5,-1.24,2,2,22.67,1,0,154.78,12.67,0.33,44.33,69.33,4,0,0.33,2,2,54,29.99, 0.91 ,62,3,0,2955.75,435.9549375,140,111,75,18,126,55
1059569,510-350-1354, 227.82 ,474.25,1.73,21,0,55.75,-7.96,3.67,2.67,20.67,0.67,0,111.51,48.33,8.33,104,76.33,6.33,0,1.67,2,2,126,29.99, 0.72 ,143,1,0,694.6,396.3981,115,89,30,4,25,133
1059686,415-346-5707, 332.98 ,524.25,0.25,0.75,0.32,-72.25,-0.84,6.33,0,1.33,0,0,157.26,35,16,97.33,68.33,6.33,0,1.67,1,1,384,0, 1.24 ,53,1,0,3503.15,469.4965125,209,94,90,22,149,96
1059690,415-405-8370, 367.69 ,19.75,0.25,0,0,2.25,-0.25,1,0.33,3,0,0,0.67,0.67,0,6,0.67,1.33,0,0,1,1,430,0, 0.85 ,30,0,0,2697.85,617.7171,246,115,40,1,123,159
1059967,415-373-2053, 319.80 ,542.25,0,17,0,-225.25,-5.1,7.67,0.67,38,0,0,71.24,98.33,20.33,132,61.67,8.33,0,0,1,1,490,0, 1.21 ,112,1,0,3507.8,300.6073,44,48,35,25,161,43
1060107,415-369-5222, 217.95 ,134.5,0.5,0,0,-35.5,-0.5,0.67,3.67,15,0.33,0,26.93,8,2,55,29.33,4.33,0,0.33,1,1,428,0, 0.81 ,129,0,0,1421.85,268.0769625,134,59,57,21,53,37
1060157,415-347-7420, 271.36 ,326,3.71,31.75,0,33,21.89,0.67,12,9.33,0,0.33,44.64,8.67,7.33,90.33,21,12.67,0,0.33,1,1,320,0, 0.59 ,63,5,29,2676.92,390.75696,72,117,48,8,120,56
1060293,415-392-6856, 426.02 ,435.75,0,18,0,440.25,8.03,0,1.33,8.67,0.33,0,184.53,9,8.67,74,41,1.33,0,0,1,1,381,0, 0.59 ,28,2,0,3765.7,387.675925,203,87,62,29,166,104
1061114,415-371-5556, 187.40 ,1113.75,11.14,0,1.16,-65.75,5.91,24.33,17.33,83.33,0.33,0,130.22,61.33,22.67,276.33,142.33,41.67,0,1.67,2,2,24,199.99, 0.58 ,111,1,0,1804.2,234.24375,130,94,52,15,73,156
1061392,510-334-5337, 435.20 ,822.5,0.25,143.5,0,-318.5,-50.47,11.33,5.67,122.67,0.33,0,261.94,103,93,220,233.33,17,0,8,1,1,482,0, 0.51 ,91,2,0,3742.5,639.740325,237,105,41,2,175,152
1061546,415-334-8817, 458.14 ,32.5,0,0,0,-26.5,-0.36,0.67,0,2.67,0,0,5.1,1.67,0,8.33,7.33,0.67,0,0,1,1,312,0, 1.07 ,90,3,0,3840.9,476.463,247,79,85,2,172,94
1062597,510-339-1405, 398.17 ,478,1.73,2,0,-275,-6.16,0.67,2.67,43,7,0,125.05,36.67,1,111.33,89.67,3.33,0,2,1,1,367,0, 1.30 ,151,0,0,3444.9,505.672725,145,37,56,16,155,122
1062868,415-380-7742, 340.81 ,549,0.25,66.75,0,82,37.21,1.67,2,25,1.67,0,109.38,13.67,0,106,83.33,3.67,0,2,2,2,15,149.99, 1.23 ,105,3,29,3554.42,494.176675,82,113,31,6,168,36
1063173,408-329-6191, 423.27 ,358,0,8.75,0,-52,-2.61,5.67,0.67,34.33,0.67,0.67,69.4,23.67,4.67,42,64.33,7.67,0,0,1,1,410,0, 0.67 ,41,0,37,3934.71,571.4188875,169,51,115,28,164,162
1063205,510-340-3075, 341.86 ,282.25,1.73,0,0,124.75,-0.2,2.33,0.33,12.33,0.67,0,28.8,10.67,0.67,42,15.33,2.67,0,0,3,2,220,79.99, 1.16 ,48,1,43,3669.34,382.88376,38,39,102,24,156,42
1064141,408-416-5849, 223.25 ,877.75,0.99,130.5,0,-877.75,-124.81,24.67,13.67,169.67,5,0.33,126.47,54.33,8.33,195.33,163,38.33,0,7,2,2,195,149.99, 0.41 ,166,3,35,2304.5,377.288275,230,35,108,21,86,131
1064657,510-334-7443, 261.79 ,95.75,0,0,0,-31.75,0,0,0,3.33,0,0,105.29,2,1,22.33,3,0,0,0,1,1,463,0, 0.65 ,79,0,0,1861.85,217.2846625,162,103,18,10,85,30
1065233,510-394-9121, 411.55 ,333.5,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,459,0, 0.59 ,153,1,0,3932.85,555.5975625,100,33,91,19,172,103
1065820,415-383-1657, 318.23 ,1753.5,0.25,0,0,-280.5,7.89,31.67,0,7,9,0.67,285.5,125,87,463.33,428.33,31.67,0,0,2,2,192,129.99, 0.31 ,110,2,0,3278.9,318.2275,131,115,106,3,140,23
1065912,415-347-4112, 187.25 ,1484,4.46,0,20.01,216,63.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,287,0, 0.47 ,163,1,0,1583.75,333.307225,121,86,97,28,51,41
1066252,510-362-8280, 311.30 ,99,0,3.25,0,10,1.11,0,0.33,0,0,0,11.34,3.33,5.67,10.67,2,0.33,0,0,1,1,285,0, 0.94 ,126,0,0,3251.4,233.47125,103,69,111,11,136,50
1066815,408-402-9982, 307.18 ,1276.75,7.43,110.75,0,51.25,-3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,321,149.99, 0.82 ,105,2,33,1871.49,374.761735,168,70,67,9,75,158
1067337,415-392-8905, 311.29 ,281.75,0,0,0,44.25,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,276,0, 0.71 ,172,0,0,2534.35,526.0737625,104,119,54,12,110,117
1067832,415-392-5512, 230.76 ,1088.5,0,4.75,0.67,58.5,-1.92,12.67,1.67,60,0,0.33,336.24,43,7.67,217.33,223.67,14.33,0,4.33,3,3,17,149.99, 0.60 ,126,0,0,1288.85,244.609575,200,37,29,26,50,118
1068361,510-351-6384, 226.84 ,30,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,377,0, 0.48 ,97,1,0,1624.75,294.887125,110,37,76,2,63,180
1068746,408-348-8015, 191.16 ,169,0.25,0,3.99,12,-3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,329,0, 1.24 ,95,1,37,1972.26,233.21459,67,80,56,20,80,119
1068922,510-374-6966, 414.77 ,291,0,0,0,125,-26.46,0.67,1.33,13.33,0,0,0.33,0,0,3.67,14.67,2,0,0,2,1,35,129.99, 1.23 ,87,1,0,3307.15,721.693275,159,72,83,10,144,96
1069372,415-328-2236, 195.91 ,1,0,0,0,-1,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,262,0, 0.64 ,97,2,0,1770.25,352.63575,199,78,102,28,58,164
1070479,415-372-6497, 240.28 ,1152.25,0.5,179.5,0,-1152.25,-69.97,11.67,1.67,144.67,25.33,7.33,205.04,37.67,8.33,89.33,167,13.33,0,0.33,13,9,102,9.99, 0.44 ,76,3,0,1224.55,382.0471875,208,59,80,19,39,22
1070553,408-417-8617, 220.33 ,561.5,0,2.75,0,-448.5,-0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,316,0, 0.65 ,140,1,0,2022.35,343.70895,61,86,24,7,93,34
1070781,415-361-9621, 303.67 ,140.75,0,0,0,36.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,315,0, 1.10 ,169,1,0,2480.95,249.010425,242,45,116,26,92,118
1071188,408-421-2723, 253.96 ,82.5,0,0,0,1.5,-0.1,4,2.33,5.67,0,0.67,0,8,0,31.67,15.33,6.33,0,0,2,2,399,129.99, 0.97 ,68,0,22,2926.51,358.0811325,231,30,65,7,129,159
1071622,415-327-9341, 228.54 ,1211.5,0.25,11,0,-45.5,3.25,21.33,0.33,20,6.67,0.33,340.76,72.33,12.67,98.67,212.67,21.67,0,8.33,1,1,309,0, 0.87 ,122,3,34,982.32,287.96544,32,62,56,6,35,51
1071946,408-383-5474, 392.36 ,282.25,0.25,0,0.2,75.75,5.97,2.33,1,13,3.67,0,1.69,15,0.33,59.67,51,3.33,0,0,2,2,217,79.99, 0.42 ,36,1,0,3852.5,364.892475,167,91,116,14,163,137
1072122,510-328-8147, 423.54 ,1212.5,0,0.5,0,635.5,0.2,17.67,0,39,0.67,2,376.28,6.33,11.67,58.33,180.33,17.67,0,0.33,2,2,43,79.99, 0.71 ,120,2,27,3471.01,618.362195,98,58,59,17,155,149
1072287,408-373-5438, 333.24 ,369,0,2.25,0,-77,-0.77,11,1.33,18.67,0,0.33,44.81,12.33,4.67,61.67,74.67,12.33,0,0,1,1,413,0, 0.68 ,121,2,0,2307.5,593.17165,48,62,68,13,97,63
1072301,408-333-9253, 323.82 ,1077.5,0.25,0.75,0,-245.5,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,413,0, 1.01 ,64,3,19,3450.77,401.53401,241,51,45,8,159,127
1072306,415-347-9421, 369.94 ,915.75,1.73,4,0,239.25,-44.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,352,0, 1.01 ,13,0,31,2885.78,610.406775,181,108,23,6,135,134
1072370,415-419-3167, 308.45 ,649.75,0.25,0,0,96.25,-4.73,7.33,2,14.33,0,0,97.45,48.67,15.33,73.33,80.33,9.33,0,0.33,2,2,48,149.99, 1.05 ,106,0,0,2285.35,549.043225,41,114,120,12,85,74
1072733,415-414-4162, 278.76 ,2165.75,0,103.25,0.37,695.25,102.72,18,7,46,0,0,625.03,175.67,45.33,147.33,278.33,25,0,3.33,2,2,116,149.99, 1.03 ,88,1,0,2469.7,412.5611,229,49,39,13,111,25
1073572,408-416-5341, 351.07 ,1338,0,0,0,-469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,405,0, 1.18 ,74,0,0,2931.9,266.8151,194,112,50,11,131,96
1073929,415-368-8600, 265.01 ,328,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,296,0, 0.42 ,83,3,0,2254.5,349.8099,93,61,83,18,89,163
1074155,415-336-6085, 214.92 ,235.75,0.74,42.25,0,31.25,14.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,341,0, 1.20 ,49,1,0,2096.25,260.0516875,65,84,87,26,78,170
1074324,510-377-1479, 420.37 ,253.75,0,11,0,209.25,11.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,233,0, 0.88 ,111,2,24,3719.87,500.2405975,210,37,102,17,160,32
1074687,415-360-2107, 212.60 ,1834.75,2.48,230.5,0,-72.75,-71.54,6.67,0.67,116,5.67,2.33,517.07,102.67,23.67,185.33,199.33,7.33,0,4.33,2,1,339,149.99, 1.14 ,50,2,22,1872.86,299.772345,108,84,118,27,61,94
1075320,408-405-9384, 214.79 ,102.75,0.99,0.25,0,35.25,-1.09,0.33,0,7,0,0,3.05,9.67,3.33,8.33,29.33,0.33,0,0,1,1,288,0, 0.72 ,153,5,28,1980.89,169.6815325,192,81,102,25,70,86
1075607,415-420-5179, 264.03 ,2992.25,0.99,430.75,0,-406.25,-73.94,82,5,206.33,31.67,14.67,1122.04,396,404,760.67,821.67,87,0,101,5,4,126,199.99, 1.13 ,88,0,0,1212,311.5554,167,105,120,14,31,37
